0,12
1,10
2,11
3,8
4,9
5,15
6,17
7,15
8,13
9,15
10,15
11,15
12,16
13,15
14,14
15,5
16,17
17,17
18,17
19,17
20,16
21,14
22,5,17,1813
23,2
24,3
25,1
26,1
27,1
28,2
33,19
34,2
35,15
36,17
37,20
38,21
39,22
40,23
41,2
42,15
43,17
44,6,24
45,2,3,25
47,26,27
48,17
66,26,27
68,28
71,29
74,30
77,31
80,32
83,33
86,34
89,35
92,36
95,37,38
96,2
97,13
99,3
104,17
106,3
108,26,27
110,40
112,41
114,42
116,44
118,61
120,63
122,72
124,73
126,74
128,76
131,17
133,3
134,17
136,37,38
137,17
139,43
140,2
141,13
143,3
145,17
147,45
148,2
149,13
151,3,46,47,48,49,51,53,55,57,59
175,17
177,3
179,3
180,17
182,3
184,3
185,17
187,3
189,3
190,17
192,3
194,3
196,50
197,2
198,13
200,3
202,17
204,3
206,3
208,52
209,2
210,13
212,3
213,17
215,3
217,3
219,54
220,2
221,13
223,3
224,17
226,3
228,3
230,56
231,2
232,13
234,3
235,17
237,3
239,3
241,58
242,2
243,13
245,3
246,17
248,3
250,3
252,60
253,2
254,13
256,3
257,17
259,62
260,2
261,13
263,3
265,17
267,3
269,3
271,3
273,6,66
274,72
275,65
276,2
277,15
278,17
279,67
280,68
281,2
282,15
283,17
284,6,69
285,3,70
287,26,27,71
296,17
298,17
300,26,27,71
302,26,27,71
304,26,27,71
310,17
312,3
313,17
315,75
317,3
318,2
319,13
321,3
325,17
344,78
345,2
346,15
347,17
348,79
349,80
350,81
352,82
357,83,84
358,2
359,13
361,85
368,86,441
371,438
372,438
380,88
381,2
382,15
383,17
384,89
385,90
397,17
401,2
403,2
414,17
420,2,3
424,83,84,86,93,441
441,2
442,13
444,3
450,95
451,2
452,15
453,17
454,96
456,97
460,98
464,99,100
465,17
478,101
479,102
505,1
517,104
518,2
519,15
520,17
521,105
523,106
527,7,107
531,358
532,13
533,2
534,358
540,3,109
558,17
560,3
562,111
563,2
564,13
566,2,3
571,113
572,2
573,15
574,17
575,114
576,115
577,116
597,118
598,2
599,15
600,17
601,119
602,120
604,2,3,121
606,122
609,1,123
616,1,124
620,125
624,126,127
625,17
627,2,3,128
631,129,130
632,131
633,2
634,15
635,17
636,6,132
637,133,139
638,134,143
694,136
695,2
696,15
697,17
698,137
699,138
701,139
711,141
712,2
713,15
714,17
715,142
716,143
744,145
745,2
746,15
747,17
748,146
749,147
751,148
754,1,149
756,1,150
758,3,151
763,0,186
803,2
804,13
806,2
809,2
810,13
812,3,151
843,220
852,1
864,155
865,2
866,15
867,17
868,156
870,157
881,17
883,3
885,160
886,2
887,15
888,17
889,161
890,162
891,163
907,165
908,2
909,15
910,17
911,166
912,167,296
913,168,395
914,169,296
932,338
933,13
934,2
935,338
941,172
942,2
943,15
944,17
945,173
946,174
948,1
955,176
956,2
957,15
958,17
959,177
960,178
964,180
965,2
966,15
967,17
968,181
969,2,3,182
970,2,3,183
974,680
975,680
1014,2,184
1016,2,185
1018,187
1019,188
1020,2
1021,15
1022,17
1023,187
1024,189
1026,7
1027,190
1028,191
1029,2
1030,15
1031,17
1032,190
1033,192
1035,2
1036,193
1037,194
1038,2
1039,15
1040,17
1041,193
1042,195
1044,2
1045,196
1046,197
1047,2
1048,15
1049,17
1050,196
1051,198
1053,1
1054,199
1055,200
1056,2
1057,15
1058,17
1059,199
1060,201
1062,1
1063,202
1064,203
1065,2
1066,15
1067,17
1068,202
1069,204
1071,3
1072,205
1073,206
1074,2
1075,15
1076,17
1077,205
1078,207
1080,3
1081,208
1082,209
1083,2
1084,15
1085,17
1086,208
1087,210
1089,3
1090,211
1091,212
1092,2
1093,15
1094,17
1095,211
1096,213
1098,3
1099,214
1100,215
1101,2
1102,15
1103,17
1104,214
1105,216
1106,217
1107,218
1108,2
1109,15
1110,17
1111,217
1112,219
1113,220
1114,221
1115,2
1116,15
1117,17
1118,222,1965
1120,3
1121,223
1122,224
1123,2
1124,15
1125,17
1126,223
1127,225
1128,226
1129,227
1130,2
1131,15
1132,17
1133,226
1134,228
1135,229
1136,230
1137,2
1138,15
1139,17
1140,229
1141,231
1142,232
1143,233
1144,2
1145,15
1146,17
1147,232
1148,234
1149,235
1150,236
1151,2
1152,15
1153,17
1154,235
1155,237
1156,238
1157,239
1158,2
1159,15
1160,17
1161,238
1162,240
1163,241
1164,242
1165,2
1166,15
1167,17
1168,241
1169,243
1171,244,245
1172,17
1174,246,247
1175,17
1179,249
1180,2
1181,15
1182,17
1183,250
1185,251
1186,17
1190,253
1191,2
1192,15
1193,17
1194,254
1196,255
1197,17
1201,257
1202,2
1203,15
1204,17
1205,258
1207,259
1208,2
1209,13
1211,3
1215,261
1216,2
1217,15
1218,17
1219,262
1221,263
1222,17
1226,265
1227,2
1228,15
1229,17
1230,266
1231,267
1233,267
1237,269
1238,2
1239,15
1240,17
1241,270
1242,271
1244,271
1248,273
1249,2
1250,15
1251,17
1252,274
1253,275
1255,275
1259,277
1260,2
1261,15
1262,17
1263,278
1264,279
1266,279
1270,281
1271,2
1272,15
1273,17
1274,282
1275,283
1277,283
1281,285
1282,2
1283,15
1284,17
1285,286
1287,1
1291,288
1292,2
1293,15
1294,17
1295,289
1297,1
1301,291
1302,2
1303,15
1304,17
1305,292
1307,1
1311,294
1312,2
1313,15
1314,17
1315,12,295
1317,296
1318,2
1319,13
1321,3
1330,298
1331,2
1332,15
1333,17
1334,299
1336,3
1341,301
1342,2
1343,15
1344,17
1345,302
1347,3
1352,304
1353,2
1354,15
1355,17
1356,305
1357,306
1366,308
1367,2
1368,15
1369,17
1370,309
1372,1
1377,311
1378,2
1379,15
1380,17
1381,312
1383,1
1388,314
1389,2
1390,15
1391,17
1392,315
1394,1
1406,317
1407,2
1408,15
1409,17
1410,318
1412,3
1417,320
1418,2
1419,15
1420,17
1421,321
1423,7
1428,323
1429,2
1430,15
1431,17
1432,324,358
1434,7
1439,326
1440,2
1441,15
1442,17
1443,327
1445,328
1446,17
1450,330
1451,2
1452,15
1453,17
1454,331
1456,1
1465,333
1466,2
1467,15
1468,17
1469,334
1471,3
1476,336
1477,2
1478,15
1479,17
1480,337
1482,3
1487,339
1488,2
1489,15
1490,17
1491,170,340
1493,341
1494,2
1495,13
1504,343
1505,2
1506,15
1507,17
1508,296,344
1510,3
1515,346
1516,2
1517,15
1518,17
1519,347
1521,7
1526,349
1527,2
1528,15
1529,17
1530,83,84,350
1532,2
1537,352
1538,2
1539,15
1540,17
1541,353
1542,354
1544,354
1549,356
1550,2
1551,15
1552,17
1553,357
1555,7
1560,359
1561,2
1562,15
1563,17
1564,360
1566,361
1567,2
1568,13
1577,363
1578,2
1579,15
1580,17
1581,364
1583,365
1584,2
1585,13
1594,367
1595,2
1596,15
1597,17
1598,368
1600,369
1601,2
1602,13
1611,371
1612,2
1613,15
1614,17
1615,372
1617,2
1622,374
1623,2
1624,15
1625,17
1626,375
1628,2
1633,377
1634,2
1635,15
1636,17
1637,378
1639,2
1644,380
1645,2
1646,15
1647,17
1648,381
1650,1
1655,383
1656,2
1657,15
1658,17
1659,384
1661,1
1666,386
1667,2
1668,15
1669,17
1670,37,38,86,168,387,395,441
1675,389
1676,2
1677,15
1678,17
1679,390
1681,391
1682,2
1683,13
1685,7
1690,393
1691,2
1692,15
1693,17
1694,341,394
1696,395
1697,2
1698,13
1707,397
1708,2
1709,15
1710,17
1711,398
1713,7
1718,400
1719,2
1720,15
1721,17
1722,401
1724,7
1728,403
1729,2
1730,15
1731,17
1732,404
1734,3
1743,406
1744,2
1745,15
1746,17
1747,407
1749,407
1754,409
1755,2
1756,15
1757,17
1758,410
1760,410
1765,412
1766,2
1767,15
1768,17
1769,413
1771,3
1776,415
1777,2
1778,15
